heading_area_m2,heading_length_m,explosive_kg,fan_capacity_m3s,duct_distance_from_face_m,temperature_c,humidity_pct,initial_co_ppm,initial_nox_ppm,safe_reentry_time_mins
10.6,57.0,108.5,9.1,10.7,36.3,76.1,3561.0,468.9,15.0
16.9,74.7,136.7,19.3,9.9,32.4,83.6,2556.0,503.59,18.3
16.6,81.8,99.5,19.3,17.9,30.7,79.0,1445.0,241.5,17.7
11.8,82.7,105.9,10.3,18.0,25.9,89.5,2576.0,365.87,35.0
15.9,103.6,48.8,5.6,21.5,31.0,86.7,529.0,137.33,103.3
15.4,143.2,86.9,7.7,13.4,35.7,62.0,643.0,152.64,54.3
18.9,58.9,116.0,10.9,6.5,33.0,94.9,2460.0,548.22,30.2
19.2,44.6,62.5,19.2,10.5,35.8,86.3,1528.0,192.0,15.0
9.7,53.7,54.3,7.1,24.6,31.4,90.2,2483.0,536.25,31.8
15.0,136.4,67.7,16.5,16.9,26.5,82.8,806.0,74.65,16.4
19.0,107.5,59.0,6.6,19.2,25.2,90.0,448.0,80.11,88.0
17.1,64.3,55.8,19.7,5.1,28.9,63.9,1018.0,235.3,15.0
22.7,127.9,81.0,10.7,15.4,34.1,72.2,523.0,151.13,43.1
19.5,133.4,138.9,16.6,5.8,35.3,90.7,1133.0,160.53,15.0
11.6,131.6,90.8,10.1,16.4,28.8,67.1,1364.0,196.82,43.5
10.1,140.3,52.6,14.4,23.4,31.4,62.7,659.0,153.44,32.9
19.3,60.3,39.2,7.9,24.4,30.5,87.6,695.0,96.12,35.5
9.4,120.6,113.5,7.2,15.8,30.3,89.2,2206.0,523.9,67.3
18.4,85.3,75.9,19.1,14.2,28.0,65.7,792.0,246.95,15.0
24.0,131.0,128.6,18.8,23.9,26.8,89.9,945.0,105.37,44.7
18.2,117.4,109.1,18.3,18.5,27.6,84.0,1075.0,196.82,30.5
15.2,123.2,125.5,14.4,6.3,25.7,78.2,1641.0,341.71,25.0
19.3,108.7,62.6,17.1,14.3,27.6,89.1,549.0,100.0,22.1
16.3,51.3,113.1,6.0,9.8,25.1,74.7,2171.0,611.85,35.5
17.7,95.4,61.7,10.0,14.4,33.2,66.8,732.0,80.26,18.9
24.1,148.2,142.7,9.7,14.1,29.1,70.0,635.0,177.49,57.2
15.2,142.5,106.4,14.5,16.6,37.7,77.7,1215.0,128.4,25.5
24.4,35.2,68.9,10.3,12.1,27.5,78.6,1237.0,427.82,15.0
23.5,49.8,62.3,7.2,8.3,29.5,88.2,1202.0,182.47,31.8
12.1,45.8,52.9,13.9,15.1,29.7,87.7,1928.0,297.63,15.0
10.1,117.1,113.4,17.2,21.6,25.1,80.3,1789.0,513.5,27.7
10.6,128.1,56.2,10.7,18.3,35.9,87.3,648.0,91.02,22.2
9.3,55.6,101.4,7.0,11.8,25.4,66.7,4165.0,703.93,24.1
10.5,90.7,61.8,8.0,23.7,37.2,61.8,1351.0,225.42,35.1
19.9,130.9,109.4,8.6,23.2,36.6,90.6,747.0,131.71,69.5
10.1,117.9,127.8,9.5,9.2,32.0,62.6,2576.0,603.51,23.6
14.1,95.1,123.4,14.6,5.8,32.1,68.6,1660.0,460.37,25.3
22.5,100.8,121.3,14.0,19.8,33.5,84.3,1042.0,120.5,37.6
9.4,91.0,52.5,15.4,21.6,30.0,74.3,1259.0,299.23,23.7
22.0,65.7,40.6,10.4,24.4,33.4,90.7,449.0,115.27,39.7
13.5,97.8,113.9,17.4,22.8,25.6,70.4,2096.0,482.93,17.9
10.9,112.7,74.2,8.1,17.0,25.7,60.4,1134.0,196.65,33.9
20.1,134.8,81.9,12.0,15.6,30.9,70.5,477.0,129.54,41.8
19.1,106.4,33.7,17.0,5.6,32.1,80.2,314.0,66.61,15.0
23.0,121.3,61.1,7.7,9.9,36.5,73.2,459.0,86.58,64.2
20.8,49.2,34.0,6.6,14.2,26.4,78.7,671.0,127.43,33.1
21.9,85.4,135.5,18.3,17.6,35.7,90.7,1593.0,204.94,18.2
13.5,31.1,59.2,10.1,16.1,27.7,91.9,2190.0,707.22,15.0
11.8,59.6,96.9,15.3,19.9,30.1,69.3,2450.0,522.46,21.1
21.0,117.2,34.7,5.4,10.6,29.1,76.2,327.0,82.18,74.3
21.9,149.0,110.0,15.4,16.3,30.2,79.2,532.0,102.55,35.1
24.8,41.9,68.8,9.7,6.8,27.0,93.2,1556.0,312.45,15.0
15.6,78.2,137.8,5.8,13.3,31.5,95.0,1798.0,650.82,42.3
15.0,126.0,136.6,14.1,20.0,35.4,68.2,1692.0,337.34,44.7
21.4,54.5,69.0,8.6,18.9,30.7,85.4,1101.0,324.42,27.7
14.5,96.6,138.1,10.8,24.8,31.4,73.2,2089.0,525.23,48.0
23.9,118.0,149.5,6.2,10.6,36.0,60.3,877.0,182.54,64.2
22.7,103.9,129.0,7.2,15.0,34.2,60.3,855.0,240.37,58.2
15.9,52.6,131.4,9.5,11.6,31.4,76.1,2704.0,413.61,23.1
21.0,72.6,59.9,6.3,13.8,28.4,77.1,639.0,162.48,37.3
21.1,124.1,99.2,18.7,22.1,36.5,60.8,688.0,110.87,47.8
10.6,96.5,38.1,5.1,18.7,32.5,84.0,746.0,184.28,60.8
23.4,30.6,41.4,12.3,22.6,27.9,70.3,1204.0,237.08,15.1
17.1,121.3,149.9,6.8,9.1,28.5,79.6,1656.0,263.56,48.9
22.2,34.2,69.2,9.6,22.5,35.4,70.5,1961.0,279.67,22.0
14.1,119.5,119.8,18.9,6.2,25.6,65.8,1497.0,425.58,15.1
23.3,54.3,126.8,7.4,22.8,37.9,74.3,1914.0,228.92,58.9
15.2,145.0,133.0,19.5,11.6,26.7,68.1,1189.0,130.96,15.0
9.2,74.2,149.7,8.1,11.3,35.3,78.7,4214.0,631.46,26.9
23.5,69.2,59.0,16.1,15.2,30.1,67.0,850.0,213.44,16.4
10.5,47.9,34.8,13.2,23.8,31.4,77.8,1204.0,411.73,18.6
14.1,66.7,79.3,18.3,6.0,36.4,65.5,1270.0,389.65,15.0
24.2,135.2,45.6,13.3,12.0,30.4,83.5,300.0,76.95,50.6
24.2,149.6,32.7,13.0,22.1,32.0,86.4,154.0,25.78,34.5
18.2,74.2,73.3,7.9,12.9,25.6,63.9,1298.0,319.84,25.7
19.1,83.8,124.0,7.5,9.0,25.0,76.4,1827.0,199.09,37.7
16.2,116.6,97.9,18.7,13.5,28.2,62.5,818.0,124.81,16.3
13.7,136.3,67.5,9.9,12.7,33.8,80.9,581.0,88.59,19.6
14.3,101.2,108.5,10.6,23.3,26.6,69.3,1501.0,322.94,35.0
19.8,77.0,57.8,16.4,20.2,26.5,78.5,802.0,194.83,15.9
21.0,79.5,31.7,10.1,15.1,30.3,78.1,337.0,65.75,23.8
21.7,113.5,121.7,19.3,24.8,33.4,92.4,1098.0,292.69,64.6
21.6,30.4,104.8,16.1,14.3,34.3,79.2,3341.0,596.15,19.0
10.5,104.4,121.5,14.0,6.2,27.3,80.4,2031.0,289.58,17.9
16.9,72.7,34.7,18.2,10.2,26.0,74.1,430.0,109.03,15.0
9.9,125.3,130.5,5.7,13.7,37.2,93.2,2361.0,494.91,51.3
17.8,41.2,104.3,8.9,8.1,28.4,87.2,2443.0,759.28,29.2
16.1,100.6,97.6,12.0,24.0,36.1,70.0,1410.0,231.66,59.7
23.2,87.7,105.0,8.4,20.3,36.2,89.5,990.0,225.57,107.6
14.6,107.1,133.7,16.2,10.4,35.0,75.1,1775.0,262.3,16.4
10.9,37.8,100.4,18.8,16.8,27.2,89.0,5801.0,1120.58,15.0
11.3,99.6,99.7,11.4,19.4,35.7,88.8,2096.0,527.19,41.3
21.2,97.4,148.9,10.1,23.8,35.0,66.6,1351.0,158.5,43.9
18.9,97.3,120.8,19.4,22.6,32.8,84.5,1123.0,364.58,52.9
10.6,102.4,83.1,11.7,15.3,29.4,70.2,1738.0,324.6,16.2
10.3,111.2,114.9,12.3,20.5,28.4,70.4,1931.0,300.49,33.4
20.2,126.6,76.7,10.3,16.2,26.6,70.4,507.0,174.43,70.5
10.2,62.4,57.5,18.6,16.1,31.6,85.4,2179.0,356.5,15.0
22.1,129.0,101.6,13.5,7.3,32.6,68.0,604.0,118.31,19.8
20.3,89.8,141.4,16.4,7.5,29.7,60.0,1184.0,211.44,18.5
10.3,39.2,141.5,17.2,15.6,31.2,85.0,5321.0,1042.16,15.0
10.4,37.0,71.0,10.1,10.4,29.7,66.0,3931.0,987.45,15.0
24.8,70.1,93.3,11.5,5.4,33.3,63.7,1161.0,239.39,27.8
15.0,124.2,55.4,17.7,19.5,36.7,68.3,539.0,168.24,32.1
14.9,114.9,149.5,10.4,5.6,27.1,73.3,1586.0,255.07,32.8
22.0,124.6,147.7,16.9,16.9,30.0,76.7,991.0,133.84,36.4
24.2,92.1,107.9,19.1,15.8,26.8,61.6,1058.0,98.25,15.1
24.8,82.8,126.5,14.3,24.4,33.1,94.0,961.0,248.58,76.4
21.1,47.7,115.8,16.1,14.7,34.5,85.1,2802.0,691.21,18.6
15.0,69.4,101.2,17.1,6.3,37.1,71.3,1672.0,464.06,15.0
10.3,82.1,36.4,17.7,16.0,28.6,71.2,1073.0,138.74,15.0
21.4,40.6,84.6,10.9,21.8,37.4,75.7,1623.0,534.8,18.4
17.9,56.5,111.0,5.8,24.9,25.8,81.9,2489.0,561.75,66.1
15.8,101.8,111.3,11.0,13.6,32.8,65.1,1194.0,142.8,20.0
23.5,118.3,74.8,15.1,11.4,25.7,66.6,425.0,141.69,20.0
10.8,149.8,143.0,11.8,23.1,36.6,90.1,2103.0,283.58,35.0
16.9,142.0,50.1,16.2,8.8,31.9,69.0,493.0,54.3,16.9
9.2,107.1,90.0,10.4,17.3,33.7,73.3,1743.0,266.01,35.1
16.5,80.5,112.9,14.5,13.1,35.8,90.5,1871.0,329.16,21.9
9.9,106.3,113.7,7.8,5.8,27.0,83.2,2221.0,399.35,25.0
10.9,124.3,107.8,16.2,11.9,25.5,72.0,1873.0,251.18,19.0
10.9,44.2,63.0,13.2,10.3,36.4,83.9,2379.0,352.43,15.0
19.4,79.2,48.7,8.1,18.7,29.1,60.7,643.0,160.3,32.9
20.9,130.8,106.3,9.4,24.0,26.7,85.7,771.0,231.43,70.5
18.3,76.1,101.9,16.2,10.4,31.1,77.0,1355.0,373.55,29.6
24.4,98.6,51.5,12.2,21.2,32.8,88.5,512.0,68.18,29.5
15.0,100.5,114.6,8.2,6.1,25.4,93.4,1266.0,226.47,27.2
13.6,52.1,84.6,19.5,15.8,28.6,92.4,1973.0,343.31,15.0
22.9,73.5,110.1,15.7,6.4,25.4,91.8,1360.0,166.73,15.0
12.6,70.1,130.5,19.4,23.7,30.5,77.9,3191.0,622.0,15.9
24.4,33.1,50.4,11.4,20.3,36.6,72.6,1055.0,275.25,19.6
9.2,32.9,32.3,12.1,18.2,37.8,76.3,2019.0,514.79,15.6
24.5,129.8,123.5,18.5,21.5,33.3,84.1,949.0,183.18,46.7
9.7,62.8,103.2,12.9,18.0,27.1,90.9,2962.0,537.53,16.6
23.3,92.2,114.0,15.6,24.4,36.8,67.2,1153.0,176.55,32.8
17.4,65.8,130.6,8.8,19.3,31.7,92.1,2547.0,537.29,33.2
24.9,142.9,126.3,11.7,23.5,27.0,88.5,692.0,120.72,111.8
10.2,61.1,145.3,6.9,15.3,37.0,94.3,5693.0,665.71,26.7
17.9,81.6,94.3,8.1,7.3,34.8,90.8,1448.0,226.42,35.9
24.5,134.7,88.6,5.0,15.6,34.5,69.8,525.0,82.88,120.0
17.4,131.0,78.2,5.6,7.5,34.2,63.7,711.0,80.88,59.5
19.1,52.3,48.4,19.7,16.8,27.6,63.9,1064.0,258.26,15.0
20.1,126.3,98.7,8.6,14.6,27.7,70.2,812.0,210.1,47.7
16.3,85.0,63.2,14.9,17.5,33.9,81.5,1088.0,131.66,24.0
19.0,88.0,140.6,17.6,5.2,27.9,88.2,1558.0,189.6,17.7
18.3,46.0,100.0,13.3,8.9,30.7,91.5,2131.0,586.76,15.0
23.4,39.7,101.1,7.3,14.8,35.2,81.8,1866.0,309.84,35.7
9.7,117.4,72.6,15.9,24.0,35.2,60.2,978.0,227.26,33.3
13.5,89.6,36.2,14.0,12.7,30.9,66.5,463.0,67.65,17.1
24.2,82.4,33.8,16.0,13.5,35.3,63.5,402.0,49.23,21.0
23.2,117.5,80.8,16.5,19.3,35.9,72.7,644.0,152.94,52.7
16.3,121.9,40.1,19.6,17.1,33.5,77.5,437.0,105.52,28.4
18.9,49.1,102.8,13.6,11.0,28.0,61.5,2342.0,313.21,15.0
13.4,103.2,135.7,10.1,13.2,28.6,72.2,2298.0,327.13,40.2
12.0,46.2,135.9,14.7,9.4,29.1,66.3,4848.0,621.02,15.0
16.4,120.2,109.1,6.0,24.3,26.5,82.6,1311.0,126.98,78.9
14.7,108.8,55.3,18.5,7.6,28.6,76.2,645.0,207.14,18.2
18.3,144.8,133.6,6.8,12.4,27.7,77.3,1221.0,232.5,57.2
10.2,38.3,136.3,9.9,5.5,30.9,75.0,7645.0,1449.4,15.0
24.6,36.8,53.6,17.2,9.4,36.8,93.5,1039.0,299.44,15.0
24.8,63.9,118.5,14.0,20.6,26.4,67.5,1546.0,401.37,33.5
20.2,61.4,64.4,10.9,9.0,34.4,78.1,1057.0,271.7,28.9
17.6,59.6,126.3,12.1,6.6,33.9,85.8,1974.0,248.97,21.1
14.0,138.8,149.7,17.8,14.5,26.2,79.5,1617.0,212.39,15.0
22.0,59.9,33.6,10.1,5.2,37.0,92.5,462.0,117.6,19.3
20.0,62.6,137.7,18.0,6.7,32.4,73.2,1710.0,385.88,15.0
11.6,121.1,104.7,6.3,21.2,29.7,76.2,1825.0,441.86,48.3
23.6,84.0,146.8,16.7,20.4,34.8,63.1,1588.0,345.71,39.0
22.2,123.2,85.8,17.7,23.3,28.3,81.3,747.0,183.09,43.3
24.2,37.8,131.7,7.7,22.1,34.0,70.1,3129.0,403.5,46.8
20.6,88.5,37.5,11.5,18.7,25.5,65.6,382.0,112.11,20.6
18.8,34.0,70.2,7.5,6.0,35.9,79.1,2208.0,360.35,15.0
15.7,37.5,38.0,15.6,20.7,30.8,78.6,1406.0,385.0,15.0
23.9,138.8,147.0,13.0,21.9,33.3,62.7,1090.0,116.52,77.4
22.9,46.7,128.0,14.5,21.0,27.9,84.4,2103.0,487.54,20.6
9.7,93.9,132.3,7.9,15.2,33.8,81.8,3442.0,749.45,39.5
9.4,79.3,142.6,8.2,9.7,35.0,66.6,4623.0,711.5,28.1
15.0,71.7,40.2,5.6,21.9,31.2,76.4,810.0,144.6,30.9
22.0,138.0,76.3,9.8,19.5,33.0,85.2,612.0,149.6,120.0
24.8,32.6,38.5,13.4,24.6,30.9,78.5,904.0,176.29,18.9
11.4,109.7,55.3,17.9,8.1,36.6,73.8,1084.0,195.24,16.6
18.5,145.6,57.5,15.0,9.5,31.5,71.3,470.0,47.35,16.0
15.1,97.2,86.3,11.5,9.2,35.9,81.4,907.0,315.71,34.6
24.5,142.4,62.2,19.3,20.9,35.4,92.9,429.0,81.84,48.6
22.5,36.3,42.1,15.8,8.7,30.3,83.5,1025.0,186.84,15.3
22.4,80.3,50.1,19.0,6.3,28.0,62.6,546.0,57.5,15.0
16.5,61.2,47.7,12.9,25.0,30.3,76.1,975.0,206.1,32.1
15.6,117.7,146.8,8.9,5.5,35.7,91.2,1315.0,163.53,25.4
13.4,147.8,121.1,5.8,21.7,28.0,63.3,1207.0,122.87,120.0
9.9,60.8,146.1,15.9,12.3,31.8,94.6,5660.0,1083.92,15.0
22.8,108.5,82.8,6.8,21.8,35.5,93.2,506.0,92.07,120.0
22.0,53.8,63.4,9.5,16.1,29.6,62.7,950.0,148.29,15.8
25.0,97.8,125.8,13.0,23.0,33.3,92.7,773.0,237.29,52.1
24.9,85.7,69.2,13.5,23.5,28.2,72.7,620.0,71.66,24.2
17.9,146.6,65.9,14.0,5.2,26.4,89.6,560.0,81.78,30.0
21.3,103.0,57.9,7.5,6.5,35.3,74.6,606.0,68.53,30.0
24.1,71.9,45.6,10.7,10.0,26.3,75.4,642.0,113.47,21.9
22.6,43.7,60.8,14.3,18.4,28.5,82.2,1298.0,286.1,19.2
13.0,48.1,72.6,19.5,22.8,36.1,87.1,2043.0,568.69,17.2
16.2,57.0,110.9,15.9,14.2,29.5,61.2,2907.0,362.31,18.9
11.1,60.1,37.5,18.8,17.1,37.6,80.8,1283.0,132.89,15.0
24.3,132.1,55.3,16.4,8.8,37.7,66.5,358.0,39.91,30.2
18.7,97.3,127.1,13.9,21.1,28.5,72.1,1533.0,258.64,51.1
12.7,92.8,47.6,7.9,24.3,25.5,72.2,983.0,234.48,42.8
19.7,43.8,71.1,15.0,10.4,34.2,76.4,1820.0,236.21,17.5
18.9,133.2,133.8,14.4,14.9,30.9,71.7,993.0,160.89,38.5
14.7,116.7,48.6,14.0,6.7,26.3,63.8,625.0,67.92,15.0
10.8,38.1,39.9,12.3,16.2,34.2,65.1,1491.0,428.22,15.0
19.7,114.9,88.1,12.9,15.1,25.4,61.2,733.0,183.3,42.7
17.3,95.2,66.3,10.0,7.9,36.3,76.5,766.0,183.7,20.5
21.4,39.8,97.6,12.8,13.8,26.8,93.4,1914.0,625.1,31.6
17.3,85.0,126.5,8.0,11.7,26.7,64.0,1308.0,338.89,32.8
22.6,88.2,46.5,17.1,15.4,27.3,93.1,380.0,59.08,19.2
17.8,49.9,99.7,7.8,16.7,37.5,85.7,2414.0,353.82,20.3
18.0,143.5,90.7,6.3,5.2,34.0,82.3,809.0,163.45,53.0
23.0,132.0,47.3,11.5,20.2,35.4,82.6,387.0,69.27,62.9
15.5,110.3,104.9,14.9,19.3,30.2,88.9,1136.0,253.76,23.6
11.1,85.5,62.8,11.6,12.3,29.4,63.7,1385.0,312.14,18.3
9.5,79.4,88.5,9.2,6.1,28.0,77.7,2872.0,536.18,15.0
21.1,108.1,39.9,13.4,20.1,31.2,84.4,292.0,96.65,40.0
18.9,95.5,85.2,10.2,24.1,32.2,80.5,1045.0,204.77,39.0
20.3,37.5,66.8,19.0,9.8,33.2,89.1,1983.0,449.72,15.0
12.4,91.5,128.7,18.8,11.5,28.3,62.5,1801.0,339.47,15.0
11.2,126.8,36.8,12.5,8.7,37.3,84.2,614.0,122.47,17.4
9.2,85.1,80.2,9.9,16.5,27.2,78.7,2362.0,572.69,19.0
14.6,36.2,85.0,16.1,8.1,37.6,73.3,2463.0,568.96,15.0
18.4,124.4,117.0,5.6,12.1,25.2,71.9,812.0,261.08,59.5
15.3,54.2,98.9,12.1,18.9,31.3,81.7,1852.0,585.69,21.6
16.0,61.0,110.1,10.0,16.2,29.3,91.2,2068.0,252.26,28.4
23.5,49.8,123.2,18.8,12.7,30.8,77.4,2121.0,456.55,15.0
14.6,69.6,133.5,5.2,13.4,32.4,88.9,2673.0,331.59,54.9
17.2,120.8,67.7,13.3,16.2,30.7,74.1,575.0,190.86,31.0
21.5,92.3,94.6,16.1,5.1,30.4,63.6,1147.0,249.45,22.0
15.3,54.6,130.8,12.3,6.6,34.5,62.2,2918.0,380.9,15.0
19.0,135.3,148.7,6.3,22.6,33.9,61.8,896.0,144.2,82.4
22.8,135.5,136.7,19.6,6.6,35.8,73.3,797.0,193.72,34.2
24.2,134.5,74.6,12.8,19.1,28.2,71.8,466.0,77.47,41.9
11.4,58.7,53.4,14.2,23.4,32.9,85.1,1531.0,171.64,15.0
23.8,84.1,88.7,8.5,10.4,32.6,86.0,785.0,184.39,62.4
16.9,148.2,119.0,12.3,12.4,29.8,61.8,776.0,169.0,38.2
13.1,122.6,89.1,11.4,16.4,31.3,67.7,1283.0,133.03,25.4
16.3,33.3,88.0,6.1,22.6,29.1,69.6,4039.0,842.75,43.9
24.7,37.8,130.6,6.6,23.8,26.8,79.2,2559.0,791.8,52.2
16.9,85.7,73.4,17.6,19.8,27.8,65.1,955.0,254.98,15.0
14.3,139.1,133.2,8.6,6.7,26.4,64.7,1422.0,355.13,54.8
19.1,94.6,78.8,7.9,18.4,33.9,93.0,966.0,124.73,64.3
12.8,89.7,69.4,12.6,13.2,33.6,88.1,1139.0,183.9,16.9
10.2,42.7,84.5,16.5,14.4,37.4,66.3,4663.0,549.53,15.0
11.1,108.8,121.5,5.9,6.0,34.5,74.2,2079.0,510.75,46.8
11.0,128.7,45.1,13.7,8.8,25.7,72.4,619.0,183.84,30.2
11.4,75.7,53.6,6.8,20.8,36.5,87.7,1330.0,301.54,37.9
11.2,123.1,144.2,5.5,14.1,36.2,77.9,2561.0,576.87,41.9
19.3,145.7,51.1,5.8,11.0,30.8,64.5,418.0,82.88,68.8
11.9,54.5,98.1,17.5,12.7,32.6,85.9,2330.0,537.24,15.6
14.5,92.8,99.5,6.8,22.1,37.7,73.9,1352.0,273.29,47.2
23.3,64.5,88.8,5.7,20.0,31.9,69.2,1162.0,135.72,53.2
16.6,125.1,107.4,11.6,10.4,36.8,73.1,939.0,109.98,23.7
19.7,99.3,57.6,17.7,7.4,26.1,77.4,648.0,140.87,16.5
11.8,106.1,96.3,8.9,10.0,27.5,72.0,1795.0,289.7,21.8
12.1,125.7,74.7,11.3,23.4,30.7,68.5,1097.0,206.92,33.5
9.7,77.5,109.4,5.6,16.6,32.6,73.9,3639.0,618.48,23.9
11.7,139.8,46.9,11.7,15.7,35.6,60.7,509.0,89.22,19.2
13.5,94.0,98.5,13.7,16.9,37.8,87.0,1850.0,304.09,18.7
11.8,49.0,52.2,13.6,12.3,30.1,66.0,2044.0,350.15,15.0
10.4,113.5,63.4,10.0,21.1,25.6,61.5,999.0,190.62,34.0
10.9,125.2,56.2,9.7,15.5,35.4,82.9,918.0,217.14,32.7
16.4,68.0,51.9,6.6,7.3,32.9,87.1,748.0,177.47,31.9
12.3,132.9,129.1,10.5,7.6,27.6,88.5,1808.0,348.67,30.3
14.8,138.7,64.3,6.5,15.7,31.4,77.3,635.0,174.43,73.7
17.1,63.2,141.3,16.5,23.7,34.7,67.2,2348.0,715.87,15.7
20.0,148.0,146.4,19.5,11.2,35.0,85.8,1064.0,274.38,42.8
9.6,46.9,98.6,19.6,22.4,31.5,84.5,4675.0,672.35,15.0
21.8,54.2,47.2,18.0,20.3,29.0,68.6,682.0,85.38,15.0
19.0,52.1,74.9,14.0,10.0,37.7,91.6,1156.0,229.89,19.1
10.3,137.3,125.7,15.5,5.7,33.6,63.7,1718.0,276.75,16.0
23.0,108.5,74.1,9.3,7.0,30.3,94.4,615.0,167.51,50.8
23.7,48.3,40.4,14.5,19.6,28.6,90.1,839.0,162.34,26.8
10.0,82.8,96.8,11.8,9.0,34.5,84.1,2844.0,272.56,15.0
13.4,103.8,131.4,12.2,12.4,28.1,92.9,1912.0,239.5,40.9
21.9,40.0,125.5,16.4,15.0,27.2,85.3,3228.0,375.64,15.0
21.0,135.9,51.0,9.2,19.5,31.9,66.7,347.0,80.94,84.1
12.0,126.4,110.7,9.8,7.3,28.8,75.5,1646.0,362.1,21.6
12.3,90.6,56.5,18.9,13.1,33.2,62.5,860.0,274.37,15.0
14.9,146.1,56.2,5.8,14.7,26.5,73.6,482.0,148.5,63.2
16.8,80.1,134.9,12.3,15.8,33.5,86.0,2145.0,282.04,30.8
18.9,148.1,60.0,18.7,21.4,28.7,73.5,325.0,69.42,18.1
14.9,110.2,61.6,14.2,8.4,25.0,71.6,834.0,111.11,15.0
16.4,106.2,30.1,13.2,21.2,26.7,80.8,403.0,59.34,20.7
21.0,49.9,134.5,8.7,18.9,37.1,90.5,2441.0,727.38,57.4
9.6,135.8,125.1,10.1,16.1,36.3,61.7,1872.0,413.17,33.1
13.0,81.3,105.3,17.8,19.0,28.0,73.5,2335.0,491.89,21.4
20.4,49.5,120.0,13.4,13.2,35.1,65.5,2705.0,470.76,26.5
23.3,31.5,48.2,12.7,7.8,32.9,84.3,1174.0,138.86,15.0
17.2,97.2,85.0,6.5,18.3,37.6,63.7,928.0,114.86,47.8
17.5,93.3,72.1,5.2,15.5,29.9,83.3,962.0,183.33,66.2
10.7,116.3,41.3,19.5,17.8,33.9,70.0,683.0,161.36,15.3
16.2,136.8,88.3,10.7,11.8,25.8,67.0,664.0,114.32,34.8
17.5,39.5,140.5,14.0,23.1,30.2,92.8,3671.0,991.39,26.8
12.9,117.8,34.8,6.2,16.7,37.5,60.6,551.0,120.3,62.7
13.3,52.5,65.0,15.2,6.7,32.0,75.3,2035.0,339.29,15.0
15.0,133.0,54.9,19.0,14.0,28.7,60.8,683.0,136.9,18.8
9.3,128.3,58.6,13.6,20.1,26.6,76.9,1111.0,177.14,25.0
14.2,94.9,139.0,6.9,20.9,34.1,77.5,2528.0,487.85,58.7
12.4,115.2,86.2,13.7,14.9,33.4,71.3,1036.0,305.32,26.1
14.2,67.7,86.0,16.5,22.9,29.9,64.6,2025.0,531.92,21.1
10.9,86.5,121.3,11.1,10.4,37.4,73.2,1951.0,434.09,18.4
23.2,128.6,48.5,18.2,13.2,25.3,83.5,352.0,59.17,19.9
18.5,85.1,88.5,14.7,23.0,28.9,87.4,1107.0,149.62,34.7
19.9,72.9,81.6,18.5,22.9,37.0,78.6,1040.0,158.6,28.9
21.6,89.3,101.6,14.4,18.7,29.2,80.6,1243.0,251.19,50.1
17.0,129.4,149.9,7.0,22.2,28.3,67.0,1607.0,386.96,120.0
10.4,70.2,122.3,9.6,6.8,31.9,70.1,2552.0,599.93,17.4
17.6,50.9,77.7,8.0,22.3,35.7,65.7,1833.0,236.31,26.7
18.4,115.4,129.3,18.6,11.4,26.3,68.7,1138.0,191.28,25.6
20.9,129.1,50.5,16.4,8.6,37.3,67.9,358.0,71.38,18.7
15.9,42.1,33.7,15.1,9.8,35.3,78.2,1173.0,159.03,15.0
11.0,58.8,54.5,9.5,13.4,27.4,79.7,1521.0,246.54,15.0
13.5,47.0,70.8,7.8,10.0,34.3,93.1,2718.0,549.97,19.6
14.8,71.8,91.3,16.3,11.4,30.0,66.8,1443.0,174.48,15.0
19.3,84.0,103.8,12.1,7.7,30.2,82.5,1382.0,265.58,18.4
18.1,119.9,139.3,8.4,10.9,35.2,88.6,1392.0,331.63,93.1
14.7,108.1,91.2,14.2,16.4,37.5,79.6,1005.0,175.84,38.1
24.8,104.5,90.2,5.6,13.8,26.6,68.9,635.0,153.6,119.9
18.7,72.3,36.0,9.9,11.9,30.5,69.2,623.0,124.67,25.3
12.8,131.0,34.2,12.0,19.9,31.3,61.4,461.0,94.25,41.4
10.6,86.6,96.1,7.2,22.9,29.9,70.7,1912.0,395.39,42.8
11.4,147.5,82.6,19.8,20.1,29.7,86.1,995.0,165.65,25.8
12.9,106.1,130.7,8.1,11.6,25.7,61.7,1487.0,508.91,42.1
11.6,45.2,49.3,7.0,19.9,33.9,67.7,1612.0,474.83,17.7
12.0,111.1,33.0,8.1,8.0,30.7,84.7,492.0,81.38,33.3
13.6,69.0,83.9,16.5,7.6,27.5,87.4,1421.0,216.19,15.0
11.8,112.4,58.5,11.4,11.9,35.6,75.9,1036.0,101.14,15.0
23.3,38.4,36.0,13.5,21.2,35.4,84.4,890.0,95.43,25.9
10.3,51.0,117.0,5.3,9.9,31.3,73.6,5451.0,966.15,18.1
17.4,132.7,43.4,5.5,6.3,28.9,65.6,412.0,41.49,30.5
15.6,57.3,103.0,11.7,7.6,33.3,73.9,2820.0,386.84,15.0
24.7,130.4,63.7,17.2,22.2,28.7,80.3,406.0,99.07,40.7
10.8,63.5,50.8,18.3,17.7,28.1,93.2,1557.0,235.57,15.0
15.4,107.1,75.6,6.3,10.1,34.5,62.4,1137.0,231.95,45.0
24.5,113.3,126.2,13.1,16.1,25.5,77.8,973.0,226.34,66.3
22.8,91.5,77.1,18.7,15.6,26.2,71.5,564.0,109.93,25.8
22.1,66.6,120.1,10.8,18.1,25.1,77.8,1816.0,401.31,59.7
